Point ID,y,c,gammadot,p,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,vtkValidPointMask
13,8.78378e-06,0.194801,225.63,0.107122,0.0035,8.78378e-06,5e-06,0.00350001,0.00965375,1.89829e-08,0,0.00965375,1
14,9.45946e-06,0.205577,171.898,0.107117,0.0035,9.45946e-06,5e-06,0.00350002,0.00978656,1.51228e-08,0,0.00978656,1
15,1.01351e-05,0.215544,125.111,0.107114,0.0035,1.01351e-05,5e-06,0.00350002,0.00988574,1.17417e-08,0,0.00988574,1
16,1.08108e-05,0.225047,83.9632,0.107112,0.0035,1.08108e-05,5e-06,0.00350002,0.0099554,9.1053e-09,0,0.0099554,1
17,1.14865e-05,0.234398,47.7084,0.107111,0.0035,1.14865e-05,5e-06,0.00350002,0.00999904,7.09161e-09,0,0.00999904,1
18,1.21622e-05,0.241236,23.1863,0.107111,0.0035,1.21622e-05,5e-06,0.00350002,0.0100198,2.95279e-09,0,0.0100198,1
19,1.28378e-05,0.241236,23.1869,0.107111,0.0035,1.28378e-05,5e-06,0.00350003,0.0100198,-3.05004e-09,0,0.0100198,1
20,1.35135e-05,0.234398,47.7096,0.107111,0.0035,1.35135e-05,5e-06,0.00350003,0.00999904,-7.19008e-09,0,0.00999904,1
21,1.41892e-05,0.225048,83.9643,0.107112,0.0035,1.41892e-05,5e-06,0.00350003,0.0099554,-9.20635e-09,0,0.0099554,1
22,1.48649e-05,0.215545,125.112,0.107114,0.0035,1.48649e-05,5e-06,0.00350004,0.00988574,-1.18468e-08,0,0.00988574,1
23,1.55405e-05,0.205578,171.898,0.107117,0.0035,1.55405e-05,5e-06,0.00350004,0.00978656,-1.52332e-08,0,0.00978656,1
24,1.62162e-05,0.194802,225.629,0.107122,0.0035,1.62162e-05,5e-06,0.00350004,0.00965375,-1.9099e-08,0,0.00965375,1
25,1.68919e-05,0.182586,288.508,0.107131,0.0035,1.68919e-05,5e-06,0.00350004,0.00948208,-2.93358e-08,0,0.00948208,1
26,1.75676e-05,0.168263,364.237,0.107143,0.0035,1.75676e-05,5e-06,0.00350005,0.00926448,-5.38576e-08,0,0.00926448,1
27,1.82432e-05,0.150569,459.967,0.10716,0.0035,1.82432e-05,5e-06,0.00350005,0.00899075,-4.62146e-08,0,0.00899075,1
28,1.89189e-05,0.126942,591.598,0.107183,0.0035,1.89189e-05,5e-06,0.00350005,0.00864431,1.41401e-07,0,0.00864431,1
29,1.95946e-05,0.0912406,782.854,0.107211,0.0035,1.95946e-05,5e-06,0.00350006,0.00819379,4.29206e-07,0,0.00819379,1
30,2.02703e-05,0.0442085,1031.24,0.107236,0.0035,2.02703e-05,5e-06,0.00350006,0.00758973,2.24504e-07,0,0.00758973,1
31,2.09459e-05,0.0101189,1274.42,0.107249,0.0035,2.09459e-05,5e-06,0.00350007,0.0068028,-3.06581e-07,0,0.0068028,1
32,2.16216e-05,0.000547309,1451.41,0.107252,0.0035,2.16216e-05,5e-06,0.00350007,0.00586909,-3.13743e-07,0,0.00586909,1
33,2.22973e-05,-2.37068e-06,1575.08,0.107251,0.0035,2.22973e-05,5e-06,0.00350007,0.00484291,-5.22602e-08,0,0.00484291,1
34,2.2973e-05,3.15138e-06,1684.58,0.107251,0.0035,2.2973e-05,5e-06,0.00350008,0.00374225,1.68742e-08,0,0.00374225,1
35,2.36486e-05,-2.5965e-06,1793.26,0.107251,0.0035,2.36486e-05,5e-06,0.00350008,0.00256821,1.17909e-08,0,0.00256821,1
36,2.43243e-05,2.04123e-06,1901.94,0.107251,0.0035,2.43243e-05,5e-06,0.00350009,0.00132079,2.19264e-09,0,0.00132079,1
37,2.5e-05,-1.40886e-06,2010.64,0.107251,0.0035,2.5e-05,5e-06,0.00350009,0,0,0,0,1
